Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,SOLV,Solventum Corporation,Solventum Corporation,Healthcare,Health Information Services,63.17,10910026752,2248999936,0.015,Saint Paul,MN,United States,,"Solventum Corporation, a healthcare company, engages in the developing, manufacturing, and commercializing a portfolio of solutions to address critical customer and patient needs. It operates through four segments: Medsurg, Dental Solutions, Health Information Systems, and Purification and Filtration. The Medsurg segment is a provider of solutions including advanced wound care, I.V. site management, sterilization assurance, temperature management, surgical supplies, stethoscopes, and medical electrodes. The Dental Solutions segment provides a comprehensive suite of dental and orthodontic products including brackets, aligners, restorative cements, and bonding agents. The Health Information Systems provides software solutions including computer-assisted, physician documentation, direct-to-bill and coding automation, classification methodologies, speech, recognition, and data visualization platforms. The Purification and Filtration segment provides purification and filtration technologies including filters, purifiers, cartridges, and membranes. The company was incorporated in 2023 and is based in Saint Paul, Minnesota.",0.0002252522503679178
NMS,REG,Regency Centers Corporation,Regency Centers Corporation,Real Estate,REIT - Retail,58.19,10816414720,839577024,0.182,Jacksonville,FL,United States,492,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",0.000223319503423402
NMS,TECH,Bio-Techne Corp,Bio-Techne Corporation,Healthcare,Biotechnology,68.81,10816380928,323364992,0.004,Minneapolis,MN,United States,3200,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instruments, and services for the research and clinical diagnostic markets in the United States, the United Kingdom, rest of Europe, Middle East, and Africa, Greater China, rest of Asia-Pacific, and internationally. The company operates through two segments, Protein Sciences, and Diagnostics and Genomics. The Protein Sciences segment develops and manufactures biological reagents used in various aspects of life science research, diagnostics, and cell and gene therapy, such as cytokines and growth factors, antibodies, small molecules, tissue culture sera, and cell selection technologies. This segment also offers proteomic analytical tools for automated western blot and multiplexed ELISA workflow consists of manual and automated protein analysis instruments and immunoassays for use in quantifying proteins in various biological fluids. The Diagnostics and Genomics segment develops and manufactures diagnostic products, including controls, calibrators, and diagnostic assays for regulated diagnostics market, exosome-based molecular diagnostic assays, advanced tissue-based in-situ hybridization assays for spatial genomic and tissue biopsy analysis, and genetic and oncology kits for research and clinical applications; and sells products for genetic carrier screening, oncology diagnostics, molecular controls, and research, as well as instruments and process control products for hematology, blood chemistry and gases, and coagulation controls and reagents used in various diagnostic applications. The company was formerly known as Techne Corporation and changed its name to Bio-Techne Corporation in November 2014. Bio-Techne Corporation was incorporated in 1976 and is headquartered in Minneapolis, Minnesota.",0.0002233188057418823
NYQ,CPT,Camden Property Trust,Camden Property Trust,Real Estate,REIT - Residential,99.94,10670493696,899507968,0.032,Houston,TX,United States,1640,"Camden Property Trust, an S&P 500 Company, is a real estate company primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. Camden owns and operates 172 properties containing 58,634 apartment homes across the United States. Upon completion of 4 properties currently under development, the Company's portfolio will increase to 59,800 apartment homes in 176 properties. Camden has been recognized as one of the 100 Best Companies to Work For by FORTUNE magazine for 16 consecutive years, most recently ranking #33.",0.00022030676662823645
NYQ,RL,Ralph Lauren Corporation,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,165.02,10549003264,974200000,0.056,New York,NY,United States,14900,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally. The company offers apparel, including a range of men's, women's, and children's clothing; footwear and accessories, which comprise casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, and umbrellas, as well as leather goods, such as handbags, luggage, small leather goods, and belts; home products consisting of bed and bath lines, furniture, fabric and wallcoverings, lighting, tabletop, kitchen linens, floor coverings, and giftware; and fragrances. It sells apparel and accessories under the Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Double RL, Lauren Ralph Lauren, Polo Golf Ralph Lauren, Ralph Lauren Golf, RLX Ralph Lauren, Polo Ralph Lauren Children, and Chaps brands; women's fragrances under the Ralph Lauren Collection, Woman by Ralph Lauren, Romance Collection, and Ralph Collection brand names; and men's fragrances under the Polo Blue, Ralph's Club, Safari, Purple Label, Polo Red, Polo Green, Polo Black, Polo Sport, and Big Pony Men's brand names. The company's restaurant collection includes The Polo Bar in New York City; RL Restaurant in Chicago; Ralph's in Paris; The Bar at Ralph Lauren located in Milan; and Ralph's Coffee concept. It sells its products to department stores, specialty stores, and golf and pro shops, as well as directly to consumers through its retail stores, concession-based shop-within-shops, and its digital commerce sites. The company directly operates retail stores and concession-based shop-within-shops; and operates Ralph Lauren stores, factory stores, and stores and shops through licensing partners. Ralph Lauren Corporation was founded in 1967 and is headquartered in New York, New York.",0.00021779843242995835
NYQ,BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,46.22,10394739712,1554000000,0.008,Columbus,OH,United States,8981,"Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. It sells its products under the Bath & Body Works, White Barn, and other brand names through retail stores and e-commerce sites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",0.0002146134528668809
NMS,APA,APA Corporation,APA Corporation,Energy,Oil & Gas E&P,34.4,10373423104,5103000064,-0.154,Houston,TX,United States,2271,"APA Corporation, an independent energy company, explores for, develops, and produces natural gas, crude oil, and natural gas liquids. It has oil and gas operations in the United States, Egypt, and North Sea. The company also has exploration and appraisal activities in Suriname, as well as holds interests in projects located in Uruguay and internationally. APA Corporation was incorporated in 1954 and is headquartered in Houston, Texas.",0.0002141733426791281
NYQ,MOS,Mosaic Company (The),The Mosaic Company,Basic Materials,Agricultural Inputs,32.08,10319783936,2337799936,-0.297,Tampa,FL,United States,14049,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant. In addition, it provides nitrogen-based crop nutrients, animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, farmers, cooperatives, independent retailers, and national accounts. The company was incorporated in 2004 and is headquartered in Tampa, Florida.",0.00021306588954683877
NYQ,CTLT,"Catalent, Inc.","Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,56.92,10287606784,327000000,-0.109,Somerset,NJ,United States,18000,"Catalent, Inc., together with its subsidiaries, develops and manufactures solutions for drugs, protein-based biologics, cell and gene therapies, and consumer health products worldwide. It operates in two segments, Biologics, and Pharma and Consumer Health. The Biologics segment provides formulation, development, and manufacturing for biologic proteins, cell gene, and other nucleic acid therapies; pDNA, iPSCs, oncolytic viruses, and vaccines; formulation, development, and manufacturing for parenteral dose forms, including vials, prefilled syringes, and cartridges; and analytical development and testing services for large molecules. The Pharma and Consumer Health segment offers formulation, development, and manufacturing services for soft capsules for use in a range of customer products, such as prescription drugs, over-the-counter medications, dietary supplements, unit-dose cosmetics, and animal health medicinal preparations; and oral, nasal, inhaled, and topical dose forms. This segment also provides clinical supply services through manufacturing, packaging, storage, distribution, and inventory management for small-molecule drugs, protein-based biologics, and cell and gene therapies in clinical trials; and pre-clinical screening, formulation, analytical development, and current good manufacturing practices manufacturing at clinical and commercial scale for softgel capsule, Zydis fast-dissolve tablets, oral solid-dose formats, dry powder inhalers, and nasal delivery devices. The company also offers FlexDirect direct-to-patient and FastChain demand-led clinical supply solutions; fill and finish operations for injectable products; and integrated development and product supply chain solutions. It serves pharmaceutical, biotechnology, and consumer health companies; and companies in other healthcare market segments, such as animal health and medical devices, as well as in cosmetics industries. The company was founded in 1933 and is headquartered in Somerset, New Jersey.",0.0002124015487470234
NYQ,TFX,Teleflex Incorporated,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,217.42,10240742400,743744000,0.021,Wayne,PA,United States,14500,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide. The company provides vascular access products that comprise Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous access systems for the administration of intravenous therapies, the measurement of blood pressure, and the withdrawal of blood samples through a single puncture site. It also offers interventional products, which consists of various coronary catheters, structural heart support devices, and peripheral intervention and mechanical circulatory support platform that are used by interventional cardiologists and radiologists, and vascular surgeons; and Arrow branded pumps and catheters, Guideline, Turnpike, and Trapliner catheters, the Manta Vascular Closure, and Arrow Oncontrol devices. The company provides anesthesia products, such as airway and pain management products to support hospital, emergency medicine, and military channels; and surgical products, including metal and polymer ligation clips, and fascial closure surgical systems that are used in laparoscopic surgical procedures, percutaneous surgical systems, and other surgical instruments. It also offers interventional urology products comprising the UroLift System, an invasive technology for treating lower urinary tract symptoms due to benign prostatic hyperplasia; respiratory products, including oxygen and aerosol therapies, spirometry, and ventilation management products for use in various care settings; urology products, such as catheters, urine collectors, and catheterization accessories and products for operative endourology; and bladder management services. The company serves hospitals and healthcare providers, medical device manufacturers, and home care markets. Teleflex Incorporated was incorporated in 1943 and is headquartered in Wayne, Pennsylvania.",0.0002114339701885042
NYQ,DAY,"Dayforce, Inc.",Dayforce Inc,Technology,Software - Application,62.77,9764626432,212900000,0.189,Minneapolis,MN,United States,9084,"Dayforce Inc., together with its subsidiaries, operates as a human capital management (HCM) software company in the United States, Canada, and internationally. It offers Dayforce, a cloud HCM platform that provides human resources, payroll and tax, workforce management, wallet, benefits, and talent intelligence functionalities; and Powerpay, a cloud HR and payroll solution for the small business market. The company also provides payroll and payroll-related services; and implementation and professional services. It sells its solutions through direct sales force and third-party channels. The company was formerly known as Ceridian HCM Holding Inc. and changed its name to Dayforce Inc. in February 2024. Dayforce Inc. was founded in 1992 and is headquartered in Minneapolis, Minnesota.",0.00020160391241999878
NYQ,BXP,"Boston Properties, Inc.","Boston Properties, Inc.",Real Estate,REIT - Office,62.03,9739393024,1845555968,0.348,Boston,MA,United States,836,"Boston Properties, Inc. (NYSE: BXP) (BXP or the Company) is the largest publicly traded developer, owner, and manager of premier workplaces in the United States, concentrated in six dynamic gateway markets - Boston, Los Angeles, New York, San Francisco, Seattle, and Washington, DC. BXP has delivered places that power progress for our clients and communities for more than 50 years. BXP is a fully integrated real estate company, organized as a real estate investment trust (REIT). Including properties owned by joint ventures, BXP's portfolio totals 53.3 million square feet and 188 properties, including 10 properties under construction/redevelopment. BXP's properties include 167 office properties, 14 retail properties (including two retail properties under construction/redevelopment), six residential properties (including one residential property under construction) and one hotel. BXP is well-known for its inhouse building management expertise and responsiveness to clients' needs. BXP holds a superior track record of developing premium Central Business District (CBD) office buildings, successful mixed-use complexes, suburban office centers and build-to-suit projects for a diverse array of creditworthy clients. BXP actively works to promote its growth and operations in a sustainable and responsible manner. BXP has earned a twelfth consecutive GRESB Green Star recognition and the highest GRESB 5-star Rating. BXP, an S&P 500 company, was founded in 1970 by Mortimer B. Zuckerman and Edward H. Linde and became a public company in 1997.",0.00020108293460155213
NYQ,TPR,"Tapestry, Inc.","Tapestry, Inc.",Consumer Cyclical,Luxury Goods,41.82,9592086528,1428000000,0.029,New York,NY,United States,12600,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, Greater China, and internationally. The company operates in three segments: Coach, Kate Spade, and Stuart Weitzman. It offers women's handbags; and women's accessories, such as small leather goods which includes mini and micro handbags, money pieces, wristlets, pouches, and cosmetic cases, as well as novelty accessories including address books, time management and travel accessories, sketchbooks, and portfolios; and belts, key rings, and charms. The company also provides men products, which includes bag collections, such as business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods including wallets, card cases, travel organizers, and belts; and footwear, watches, fragrances, sunglasses, novelty accessories, and ready-to-wear items. In addition, it offers other products including women's footwear and fragrances; eyewear and sunglasses; and jewelry, such as bracelets, necklaces, rings, and earrings, watches, and other women's seasonal lifestyle apparel collections, including outerwear, ready-to-wear and cold weather accessories, such as gloves, scarves, and hats. Further, the company provides kids items, housewares, and home accessories, such as fashion bedding and tableware, stationery, and gifts. It offers its products through e-commerce sites and concession shop-in-shops, wholesale, and third-party distributors under the Coach, Kate Spade, and Stuart Weitzman brand names. The company was formerly known as Coach, Inc. and changed its name to Tapestry, Inc. in October 2017. Tapestry, Inc. was founded in 1941 and is headquartered in New York, New York.",0.00019804159286407837
NMS,HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",Healthcare,Medical Distribution,71.81,9226220544,943000000,-0.105,Melville,NY,United States,25000,"Henry Schein, Inc. provides health care products and services to dental practitioners, laboratories, physician practices, and ambulatory surgery centers, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products, such as branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners; and value-added practice solutions comprising practice consultancy, education, revenue cycle management and financial services, e-services, practice technology, and network and hardware services, as well as consulting, and continuing education services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",0.0001904877950501578
NMS,CZR,"Caesars Entertainment, Inc.","Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,42.22,9132186624,3815000064,0.001,Reno,NV,United States,51000,"Caesars Entertainment, Inc. operates as a gaming and hospitality company. The company owns, leases, or manages domestic properties in 18 states with slot machines, video lottery terminals and e-tables, and hotel rooms, as well as table games, including poker. It also operates and conducts retail and online sports wagering across 31 jurisdictions in North America and operates iGaming in five jurisdictions in North America; sports betting from our retail and online sportsbooks; and other games, such as keno. In addition, the company operates dining venues, bars, nightclubs, lounges, hotels, and entertainment venues; and provides staffing and management services. Caesars Entertainment, Inc. was founded in 1937 and is based in Reno, Nevada.",0.00018854633765757773
NMS,MTCH,"Match Group, Inc.","Match Group, Inc.",Communication Services,Internet Content & Information,33.81,9061486592,1026433984,0.102,Dallas,TX,United States,2600,"Match Group, Inc. engages in the provision of dating products. Its portfolio of brands includes Tinder, Hinge, Match, Meetic, OkCupid, Pairs, Plenty Of Fish, Azar, BLK, and Hakuna, as well as a various other brands, each built to increase users' likelihood of connecting with others. Its services are available in over 40 languages to users worldwide. The company was incorporated in 1986 and is based in Dallas, Texas.",0.00018708663992529083
NYQ,AIZ,"Assurant, Inc.","Assurant, Inc.",Financial Services,Insurance - Specialty,173.62,9024350208,1145400064,0.125,Atlanta,GA,United States,13600,"Assurant, Inc., together with its subsidiaries, provides business services that supports, protects, and connects consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through two segments: Global Lifestyle and Global Housing. The Global Lifestyle segment offers mobile device solutions, and extended service contracts and related services for consumer electronics and appliances, and credit and other insurance products; and vehicle protection, commercial equipment, and other related services. The Global Housing segment provides lender-placed homeowners, manufactured housing, and flood insurance; renters insurance and related products; and voluntary manufactured housing, and condominium and homeowners insurance products. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in Atlanta, Georgia.",0.0001863199090769917
NMS,AAL,"American Airlines Group, Inc.",American Airlines Group Inc.,Industrials,Airlines,13.62,8917789696,6298999808,-0.01,Fort Worth,TX,United States,132100,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Doha, Madrid, Seattle/Tacoma, Sydney, and Tokyo. It operates a mainline fleet of 965 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1926 and is headquartered in Fort Worth, Texas.",0.00018411982325924087
NYQ,BIO,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,311.87,8815130624,511596000,-0.067,Hercules,CA,United States,8030,"Bio-Rad Laboratories, Inc. manufactures and distributes life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. It operates through two segments, Life Science and Clinical Diagnostics. The company develops, manufactures, and markets instruments, systems, reagents, and consumables to separate, purify, characterize, and quantitate biological materials such as cells, proteins, and nucleic acids for proteomics, genomics, biopharmaceutical production, cellular biology, and food safety markets. It also designs, manufactures, markets, and supports test systems, informatics systems, test kits, and specialized quality controls for hospitals, diagnostic reference, transfusion, and physician office laboratories. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",0.00018200028794422037
NMS,CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,72.15,8348620800,592265024,-0.167,Eden Prairie,MN,United States,15246,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services, and related logistics and supply chain services in the United States and internationally. It operates through two segments: North American Surface Transportation and Global Forwarding. The company offers transportation and logistics services, such as truckload, less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprises the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel operating common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. It also provides customs brokerage services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 45,000 transportation companies, including motor carriers, railroads, and ocean and air carriers. In addition, the company is involved in the buying, selling, and/or marketing of fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh brand name. Further, the company offers transportation management services or managed TMS; and other surface transportation services. It provides its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. The company was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",0.00017236856200409124
NYQ,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,Real Estate,REIT - Retail,99.75,8337084928,709790016,0.042,North Bethesda,MD,United States,297,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,300 tenants, in 26 million commercial square feet, and approximately 3,100 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 56 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",0.00017213038833256656
NMS,MKTX,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,Financial Services,Capital Markets,217.78,8246827520,385576000,0.109,New York,NY,United States,881,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform for institutional investor and broker-dealer companies worldwide. The company offers trading technology that provides liquidity access in U.S. high-grade bonds, U.S. high-yield bonds, emerging market debt, eurobonds, municipal bonds, U.S. government bonds, and other fixed-income securities; and executes bond trades between and among institutional investor and broker-dealer clients in an all-to-all anonymous trading environment for corporate bonds through its Open Trading protocols. It also provides trading-related products and services, including composite+ pricing and other market data products to assist clients with trading decisions; auto-execution and other execution services for clients requiring specialized workflow solutions; connectivity solutions that facilitate straight-through processing; and technology services to optimize trading environments. In addition, the company offers various pre-and post-trade services, such as trade matching, trade publication, regulatory transaction reporting, and market and reference data across a range of fixed-income and other products. MarketAxess Holdings Inc. was incorporated in 2000 and is headquartered in New York, New York.",0.00017026690213528035
NYQ,GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,136.08,8201446400,553260992,0.014,Waukesha,WI,United States,8315,"Generac Holdings Inc. designs, manufactures, and distributes various energy technology products and solution worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; Mobile Link, a remote monitoring system for home standby generators; residential storage solution, which consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; smart home solutions, such as smart thermostats and a suite of home monitoring products. It also provides smart home energy management devices and sensors for heating and cooling system; smart doorbell cameras; and portable and inverter generators; multiple portable battery solutions; manual transfer switches; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. In addition, the company offers commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, commercial mobile pumps, heaters, dust-suppression equipment, and mobile energy storage systems; stationary energy storage system and related inverter products; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical/HVAC/solar wholesalers, solar installers, catalogs, equipment rental companies, and other equipment distributors; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",0.00016932994756710366
NYQ,PNW,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,72.21,8199950848,1719424000,-0.018,Phoenix,AZ,United States,6133,"Pinnacle West Capital Corporation, through its subsidiary, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include overhead lines and underground lines; and distribution facilities consist of overhead lines and underground primary cables. The company also owns and maintains transmission and distribution substations; and owns energy storage facilities. Pinnacle West Capital Corporation was incorporated in 1985 and is headquartered in Phoenix, Arizona.",0.00016929906987439032
NMS,ETSY,"Etsy, Inc.","Etsy, Inc.",Consumer Cyclical,Internet Retail,68.41,8106038272,432732000,0.043,Brooklyn,NY,United States,2420,"Etsy, Inc., together with its subsidiaries, operates two-sided online marketplaces that connect buyers and sellers in the United States, the United Kingdom, Germany, Canada, Australia, and France. Its primary marketplace is Etsy.com that connects artisans and entrepreneurs with various consumers. The company also offers Reverb, a musical instrument marketplace; Depop, a fashion resale marketplace; and Elo7, a Brazil-based marketplace for handmade and unique items. In addition, it offers various seller services, including Etsy Payments, a payment processing service; Etsy Ads, an advertising platform; and Shipping Labels, which allows sellers in the United States, Canada, the United Kingdom, Australia, and India to purchase discounted shipping labels. Further, the company provides the Etsy Purchase Protection program that is designed to help buyers; the Etsy Share and Save program for sellers to save on Etsy fees for sales that drive to their Etsy shop from their own channels. Additionally, it offers educational resources comprising blog posts, video tutorials, Etsy Seller Handbook, Etsy.com online forums, and insights; Etsy Teams, a platform to build personal relationships with other Etsy sellers; and a Star Seller program. The company was formerly known as Indieco, Inc changed its name to Etsy, Inc. in June 2006. Etsy, Inc. was founded in 2005 and is headquartered in Brooklyn, New York.",0.00016736011779272194
NYQ,BWA,BorgWarner Inc.,BorgWarner Inc.,Consumer Cyclical,Auto Parts,34.5,7967982080,1830000000,0.062,Auburn Hills,MI,United States,39900,"BorgWarner Inc., together with its subsidiaries, provides solutions for combustion, hybrid, and electric vehicles worldwide. It offers turbochargers, eBoosters, eTurbos, timing systems, emissions systems, thermal systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, battery modules and systems, battery heaters, and battery charging. The company provides power electronics, control modules, software, friction, and mechanical products for automatic transmissions and torque-management products. It sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was incorporated in 1987 and is headquartered in Auburn Hills, Michigan.",0.0001645097610858033
NYQ,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,18.63,7929989632,1813768960,0.308,Miami,FL,United States,41000,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates through the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various ports, including Scandinavia, Northern Europe, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. Norwegian Cruise Line Holdings Ltd. was founded in 1966 and is based in Miami, Florida.",0.0001637253556390048
NMS,PARA,Paramount Global,Paramount Global,Communication Services,Entertainment,11.27,7893486080,2190000128,-0.061,New York,NY,United States,21900,"Paramount Global operates as a media, streaming, and entertainment company worldwide. It operates through TV Media, Direct-to-Consumer, and Filmed Entertainment segments. The TV Media segment operates CBS Television Network, a domestic broadcast television network; CBS Stations, a television station; and international free-to-air networks comprising Network 10, Channel 5, Telefe, and Chilevisión; domestic premium and basic cable networks, such as Paramount+ with Showtime, MTV, Comedy Central, Paramount Network, The Smithsonian Channel, Nickelodeon, BET Media Group, and CBS Sports Network; and international extensions of these brands. This segment also offers domestic and international television studio operations, including CBS Studios, Paramount Television Studios, and Showtime/MTV Entertainment Studios; CBS Media Ventures, which produces and distributes first-run syndicated programming; and digital properties consisting of CBS News Streaming and CBS Sports HQ. The Direct-to-Consumer segment provides a portfolio of domestic and international pay and free streaming services, including Paramount+, Pluto TV, BET+, and Noggin. The Filmed Entertainment segment produces and acquires films, series, and short-form content for release and licensing around the world, including in theaters, on streaming services, on television, through digital home entertainment, and DVDs/Blu-rays; and operates a portfolio consisting of Paramount Pictures, Paramount Players, Paramount Animation, Nickelodeon Studio, Awesomeness, and Miramax. It also offers production, distribution, and advertising solutions. The company was formerly known as ViacomCBS Inc. and changed its name to Paramount Global in February 2022. The company was founded in 1914 and is headquartered in New York, New York. Paramount Global is a subsidiary of National Amusements, Inc.",0.0001629716904628021
